"run","mode","round","response","receivedAtMs","socketGeneration","globalRegionEndMs","globalLatestWordEndMs","latestProviderConfirmedAudioMs","providerRegionLagMs","latestWordLagMs","audioLiveEdgeLagMs","legacyLatestChunkToMessageMs","isFinal","speechFinal"
"7","v2_only","1","83","72668","10","70969.999","70600","70969.999","119","517","150","38","true","true"
"7","v2_only","1","84","73623","10","72000.0007","71849.99799999999","72000.0007","32","192","80","33","false","false"
"7","v2_only","1","85","74663","10","73040.0016","72890","73040.0016","33","194","80","33","false","false"
"7","v2_only","1","86","75710","10","74080.0025","73850","74080.0025","40","281","80","40","false","false"
"7","v2_only","1","87","76759","10","75119.99960000001","74970","75119.99960000001","49","210","80","48","false","false"
"7","v2_only","1","88","77326","10","75680.001","75450","75680.001","56","296","80","56","false","false"
"7","v2_only","1","89","77643","10","75730","75450","75730","373","613","350","52","true","false"
"7","v2_only","1","90","77944","10","76250.00046000001","","76250.00046000001","114","","150","33","true","true"
"7","v2_only","1","91","78900","10","77279.9988","77210","77279.9988","30","110","80","30","false","false"
"7","v2_only","1","92","79948","10","78319.9997","78250","78319.9997","38","117","80","38","false","false"
"7","v2_only","1","93","80989","10","79360.0006","79210","79360.0006","40","198","80","40","false","false"
"7","v2_only","1","94","81160","10","79520.0005","79290","79520.0005","48","290","80","48","false","false"
"7","v2_only","1","95","81315","10","79680.0003","79290","79680.0003","44","445","80","44","false","false"
"7","v2_only","1","96","82356","10","80720.001","80650","80720.001","46","126","80","46","false","false"
"7","v2_only","1","97","82912","10","79509.9983","79290","80720.001","1881","2043","640","41","true","false"
"7","v2_only","1","98","82925","10","81280.0005","81109.997","81280.0005","54","295","80","54","false","false"
"7","v2_only","1","99","83939","10","82320.00140000001","82230","82320.00140000001","29","189","80","29","false","false"
"7","v2_only","1","100","84982","10","83360.0023","82949.997","83360.0023","32","512","80","32","false","false"
"7","v2_only","1","101","85309","10","83640.001","83030","83640.001","116","758","120","38","true","true"
"7","v2_only","1","102","86253","10","84640","","84640","24","","80","24","false","false"
"7","v2_only","1","103","87300","10","85680.001","85559.99799999999","85680.001","29","190","80","29","false","false"
"7","v2_only","1","104","88344","10","86720.0018","86680","86720.0018","35","115","80","36","false","false"
"7","v2_only","1","105","89227","10","87560.00200000001","87239.99799999999","87560.00200000001","117","435","120","34","true","true"
