"run","plan","response","receivedAtMs","socketGeneration","globalRegionEndMs","latestProviderConfirmedAudioMs","providerRegionLagMs","audioLiveEdgeLagMs","legacyLatestChunkToMessageMs","isFinal","speechFinal"
"4","","85","74071","4","70800.001","70800.001","91","160","7","false","false"
"4","","86","74299","4","70969.999","70969.999","152","150","72","true","true"
"4","","87","75270","4","71999.9988","71999.9988","40","80","40","false","false"
"4","","88","76409","4","73039.9997","73039.9997","95","160","11","false","false"
"4","","89","77468","4","74080.0006","74080.0006","71","80","71","false","false"
"4","","90","78541","4","75120.0015","75120.0015","60","80","60","false","false"
"4","","91","79258","4","75679.999","75679.999","196","240","31","false","false"
"4","","92","79465","4","75730.00200000001","75730.00200000001","403","350","68","true","false"
"4","","93","79791","4","76249.99664","76249.99664","143","150","60","true","true"
"4","","94","80991","4","77279.9988","77279.9988","262","320","14","false","false"
"4","","95","82342","4","78319.9997","78319.9997","530","560","28","false","false"
"4","","96","83574","4","79360.0006","79360.0006","676","720","10","false","false"
"4","","97","83585","4","79519.9966","79519.9966","523","560","21","false","false"
"4","","98","83587","4","79680.0003","79680.0003","356","400","23","false","false"
"4","","99","84426","4","80720.001","80720.001","113","160","29","false","false"
"4","","100","85089","4","79510.0021","80720.001","2108","800","31","true","false"
"4","","101","85106","4","81279.9966","81279.9966","208","240","47","false","false"
"4","","102","86011","4","82319.9976","82319.9976","40","80","40","false","false"
"4","","103","87099","4","83359.9985","83359.9985","36","80","36","false","false"
"4","","104","87460","4","83639.9973","83639.9973","149","120","63","true","true"
"4","","105","88449","4","84640","84640","51","80","51","false","false"
"4","","106","89516","4","85680.001","85680.001","35","80","35","false","false"
"4","","107","90619","4","86720.0018","86720.0018","54","80","54","false","false"
"4","","108","91551","4","87559.9982","87559.9982","153","120","70","true","true"
"5","","1","1253","5","1040","1040","162","160","75","false","false"
"5","","2","2410","5","2080","2080","206","240","39","false","false"
"5","","3","3398","5","3120","3120","104","160","20","false","false"
"5","","4","4479","5","4160","4160","101","160","18","false","false"
"5","","5","4873","5","4530","4530","162","110","79","true","true"
"5","","6","5968","5","5599.9997","5599.9997","73","80","73","false","false"
"5","","7","7092","5","6639.9997","6639.9997","105","160","14","false","false"
"5","","8","8193","5","7679.9996","7679.9996","115","160","32","false","false"
"5","","9","9379","5","8720","8720","217","240","50","false","false"
"5","","10","10250","5","8720","8720","1088","1120","5","true","false"
"5","","11","10322","5","9760","9760","77","80","77","false","false"
"5","","12","11431","5","10800","10800","82","160","1","false","false"
"5","","13","12710","5","11970","11970","198","190","35","true","true"
"5","","14","13757","5","13039.9997","13039.9997","79","80","79","false","false"
"5","","15","14863","5","14079.9997","14079.9997","86","160","2","false","false"
"5","","16","15280","5","14479.9993","14479.9993","85","160","2","false","false"
"5","","17","16369","5","15520.0002","15520.0002","90","160","7","false","false"
"5","","18","17504","5","16559.999","16559.999","142","160","59","false","false"
"5","","19","17959","5","16249.9997","16559.999","927","640","15","true","false"
"5","","20","18188","5","17280.0007","17280.0007","76","80","76","false","false"
"5","","21","18455","5","17520.000500000002","17520.000500000002","85","160","2","false","false"
"5","","22","19538","5","18559.999499999998","18559.999499999998","76","80","76","false","false"
"5","","23","20645","5","19600.0004","19600.0004","83","160","2","false","false"
"5","","24","21738","5","20639.9994","20639.9994","93","160","10","false","false"
"5","","25","22409","5","20319.9997","20639.9994","1100","800","14","true","false"
"5","","26","22483","5","21360.0009","21360.0009","88","160","5","false","false"
"5","","27","23308","5","22080.0002","22080.0002","165","160","79","false","false"
"5","","28","24330","5","23120.0011","23120.0011","85","160","3","false","false"
"5","","29","25433","5","24160.0002","24160.0002","105","160","22","false","false"
"5","","30","26087","5","24760.000500000002","24760.000500000002","175","200","11","true","true"
"5","","31","27074","5","25760","25760","77","80","77","false","false"
"5","","32","27507","5","26079.9997","26079.9997","161","160","79","true","true"
"5","","33","28529","5","27120.0009","27120.0009","103","160","17","false","false"
"5","","34","29592","5","28160","28160","80","80","80","false","false"
"5","","35","30519","5","28959.9992","28959.9992","173","240","8","true","true"
"5","","36","31506","5","30000.0009","30000.0009","77","80","78","false","false"
"5","","37","32623","5","31040.0018","31040.0018","94","160","11","false","false"
"5","","38","33710","5","32080.0027","32080.0027","97","160","13","false","false"
"5","","39","34793","5","33120","33120","98","160","14","false","false"
"5","","40","35713","5","33930.001000000004","33930.001000000004","185","230","21","true","false"
"5","","41","36690","5","34959.9988","34959.9988","78","80","78","false","false"
"5","","42","37802","5","35999.9997","35999.9997","90","160","6","false","false"
"5","","43","38891","5","37040.0006","37040.0006","95","160","11","false","false"
"5","","44","39975","5","38080.0015","38080.0015","96","160","13","false","false"
"5","","45","40900","5","37700.0005","38080.0015","1438","1040","23","true","false"
"5","","46","40915","5","38959.9983","38959.9983","120","160","38","false","false"
"5","","47","41969","5","39999.9992","39999.9992","90","160","9","false","false"
"5","","48","42791","5","40779.998","40779.998","162","180","1","true","true"
"5","","49","43871","5","41840.0014","41840.0014","79","80","78","false","false"
"5","","50","44967","5","42880.0023","42880.0023","87","160","4","false","false"
"5","","51","46052","5","43919.9994","43919.9994","89","160","9","false","false"
"5","","52","47143","5","44960.0003","44960.0003","93","160","0","false","false"
"5","","53","47770","5","45520.0017","45520.0017","124","160","40","false","false"
"5","","54","47922","5","45669.9994","45669.9994","192","170","26","true","true"
"5","","55","48969","5","46720.003","46720.003","73","80","73","false","false"
"5","","56","49975","5","47680.0021","47680.0021","79","80","79","false","false"
"5","","57","51097","5","48720.003","48720.003","84","160","1","false","false"
"5","","58","52182","5","49760","49760","85","160","5","false","false"
"5","","59","52520","5","50080.0037","50080.0037","90","160","7","false","false"
"5","","60","53185","5","50010","50080.0037","838","800","5","true","false"
"5","","61","53534","5","51040.0026","51040.0026","105","160","25","false","false"
"5","","62","53761","5","51220.0029","51220.0029","165","140","84","true","true"
"5","","63","54911","5","52240.0005","52240.0005","232","240","65","false","false"
"5","","64","55872","5","53279.9976","53279.9976","108","160","28","false","false"
"5","","65","56942","5","54319.9985","54319.9985","96","160","12","false","false"
"5","","66","58026","5","55359.9994","55359.9994","97","160","13","false","false"
"5","","67","58950","5","56189.9974","56189.9974","187","210","22","true","false"
"5","","68","59923","5","57200.0021","57200.0021","88","80","88","false","false"
"5","","69","60702","5","57919.9995","57919.9995","88","160","5","false","false"
"5","","70","62358","5","58960.0005","58960.0005","662","640","78","false","false"
"5","","71","63538","5","60080.0032","60080.0032","658","640","75","false","false"
"5","","72","64184","5","60880.0024","60880.0024","471","480","54","false","false"
"5","","73","64436","5","59780.0002","60880.0024","1889","720","57","true","false"
"5","","74","64471","5","61200.002","61200.002","425","480","8","false","false"
"5","","75","65553","5","62240.003","62240.003","426","400","78","false","false"
"5","","76","66356","5","63280","63280","109","160","27","false","false"
"5","","77","67245","5","64019.998","64019.998","251","300","0","true","true"
"5","","78","68159","5","65040.00429999999","65040.00429999999","79","80","79","false","false"
"5","","79","69255","5","66080.0052","66080.0052","92","160","8","false","false"
"5","","80","70346","5","67120.006","67120.006","93","160","12","false","false"
"5","","81","71562","5","68160.007","68160.007","232","240","65","false","false"
"5","","82","71638","5","68320.003","68320.003","141","160","60","false","false"
"5","","83","72100","5","68760.0055","68760.0055","187","200","20","true","true"
"5","","84","73086","5","69760","69760","89","160","6","false","false"
"5","","85","74300","5","70800.001","70800.001","220","240","55","false","false"
"5","","86","74463","5","70969.999","70969.999","218","230","50","true","true"
"5","","87","75420","5","71999.9988","71999.9988","92","160","7","false","false"
"5","","88","76615","5","73039.9997","73039.9997","201","240","34","false","false"
"5","","89","77804","5","74080.0006","74080.0006","308","320","57","false","false"
"5","","90","78745","5","75120.0015","75120.0015","169","240","0","false","false"
"5","","91","79268","5","75679.999","75679.999","107","160","21","false","false"
"5","","92","79688","5","75730.00200000001","75730.00200000001","527","510","23","true","false"
"5","","93","80127","5","76249.99664","76249.99664","379","390","47","true","true"
"5","","94","80919","5","77279.9988","77279.9988","89","160","5","false","false"
"5","","95","82008","5","78319.9997","78319.9997","95","160","11","false","false"
"5","","96","83142","5","79360.0006","79360.0006","144","160","61","false","false"
"5","","97","83551","5","79519.9966","79519.9966","387","400","53","false","false"
"5","","98","83555","5","79680.0003","79680.0003","224","240","57","false","false"
"5","","99","84508","5","80720.001","80720.001","95","160","14","false","false"
"5","","100","85175","5","79510.0021","80720.001","2094","800","11","true","false"
"5","","101","85187","5","81279.9966","81279.9966","190","240","23","false","false"
"5","","102","86258","5","82319.9976","82319.9976","178","240","10","false","false"
"5","","103","87338","5","83359.9985","83359.9985","159","160","74","false","false"
"5","","104","87610","5","83639.9973","83639.9973","180","200","17","true","true"
"5","","105","88583","5","84640","84640","70","80","70","false","false"
"5","","106","89676","5","85680.001","85680.001","78","80","78","false","false"
"5","","107","90776","5","86720.0018","86720.0018","79","80","79","false","false"
"5","","108","91723","5","87559.9982","87559.9982","176","200","9","true","true"
"6","20000","1","1173","1","1040","1040","62","80","63","false","false"
"6","20000","2","2292","1","2080","2080","65","80","65","false","false"
"6","20000","3","3372","1","3120","3120","65","80","64","false","false"
"6","20000","4","4473","1","4160","4160","80","160","1","false","false"
"6","20000","5","4906","1","4530","4530","171","190","0","true","true"
"6","20000","6","5994","1","5599.9997","5599.9997","83","160","2","false","false"
"6","20000","7","7060","1","6639.9997","6639.9997","72","80","72","false","false"
"6","20000","8","8266","1","7679.9996","7679.9996","173","240","6","false","false"
"6","20000","9","9254","1","8720","8720","77","80","77","false","false"
"6","20000","10","10200","1","8720","8720","1023","1040","10","true","false"
"6","20000","11","10340","1","9760","9760","63","80","63","false","false"
"6","20000","12","11426","1","10800","10800","71","80","72","false","false"
"6","20000","13","12718","1","11970","11970","191","190","25","true","true"
"6","20000","14","13784","1","13039.9997","13039.9997","90","160","7","false","false"
"6","20000","15","14864","1","14079.9997","14079.9997","86","160","3","false","false"
"6","20000","16","15275","1","14479.9993","14479.9993","81","160","1","false","false"
"6","20000","17","16358","1","15520.0002","15520.0002","81","160","0","false","false"
"6","20000","18","17449","1","16559.999","16559.999","89","160","6","false","false"
"6","20000","19","17959","1","16249.9997","16559.999","931","640","14","true","false"
"6","20000","20","18181","1","17280.0007","17280.0007","70","80","70","false","false"
"6","20000","21","18448","1","17520.000500000002","17520.000500000002","78","80","78","false","false"
"6","20000","22","19536","1","18559.999499999998","18559.999499999998","75","80","75","false","false"
"6","20000","23","20639","1","19600.0004","19600.0004","99","160","11","false","false"
"6","20000","24","22330","2","20380","20380","152","100","69","true","true"
"6","20000","25","23497","2","21440.0001","21440.0001","153","160","71","false","false"
"6","20000","26","24086","2","22079.9999","22079.9999","76","80","76","false","false"
"6","20000","27","25202","2","23119.9998","23119.9998","91","160","8","false","false"
"6","20000","28","26309","2","24159.9997","24159.9997","98","160","14","false","false"
"6","20000","29","27049","2","24820","24820","173","220","4","true","true"
"6","20000","30","28057","2","25840","25840","96","160","14","false","false"
"6","20000","31","28402","2","26079.999799999998","26079.999799999998","191","240","24","true","true"
"6","20000","32","29370","2","27120","27120","76","80","76","false","false"
"6","20000","33","30486","2","28160","28160","92","160","11","false","false"
"6","20000","34","31385","2","28960","28960","157","160","74","true","true"
"6","20000","35","32400","2","30000","30000","72","80","72","false","false"
"6","20000","36","33508","2","31040","31040","80","160","0","false","false"
"6","20000","37","34608","2","32080","32080","97","160","13","false","false"
"6","20000","38","35705","2","33120","33120","110","160","26","false","false"
"6","20000","39","36611","2","33930.0003","33930.0003","183","230","18","true","false"
"6","20000","40","37656","2","34959.9997","34959.9997","145","160","62","false","false"
"6","20000","41","38691","2","35999.9997","35999.9997","100","160","13","false","false"
"6","20000","42","39789","2","37040.0006","37040.0006","111","160","28","false","false"
"6","20000","43","40865","2","38079.999599999996","38079.999599999996","104","160","21","false","false"
"6","20000","44","41784","2","37700.0005","38079.999599999996","1439","1040","23","true","false"
"6","20000","45","41799","2","38959.9983","38959.9983","121","160","38","false","false"
"6","20000","46","42859","2","39999.9992","39999.9992","98","160","18","false","false"
"6","20000","47","43682","2","40780","40780","166","100","71","true","true"
"6","20000","48","44779","2","41839.9995","41839.9995","85","160","2","false","false"
"6","20000","49","45859","2","42879.9985","42879.9985","83","160","1","false","false"
"6","20000","50","46954","2","43919.9994","43919.9994","93","160","10","false","false"
"6","20000","51","48046","2","44959.9984","44959.9984","102","160","18","false","false"
"6","20000","52","48644","2","45520","45520","115","160","32","false","false"
"6","20000","53","48785","2","45669.9994","45669.9994","173","170","7","true","true"
"6","20000","54","49852","2","46719.9992","46719.9992","75","80","74","false","false"
"6","20000","55","50853","2","47680.000199999995","47680.000199999995","75","80","75","false","false"
"6","20000","56","51973","2","48719.9992","48719.9992","78","80","77","false","false"
"6","20000","57","53078","2","49760","49760","83","160","0","false","false"
"6","20000","58","53426","2","50080","50080","98","160","18","false","false"
"6","20000","59","54088","2","50010","50080","843","800","10","true","false"
"6","20000","60","54449","2","51040.000700000004","51040.000700000004","121","160","38","false","false"
"6","20000","61","54671","2","51219.9991","51219.9991","176","220","11","true","true"
"6","20000","62","55658","2","52240.0024","52240.0024","80","80","80","false","false"
"6","20000","63","56737","2","53279.9995","53279.9995","76","80","76","false","false"
"6","20000","64","57857","2","54320.0004","54320.0004","96","160","12","false","false"
"6","20000","65","58943","2","55360.0013","55360.0013","98","160","14","false","false"
"6","20000","66","59888","2","56189.999299999996","56189.999299999996","210","210","43","true","false"
"6","20000","67","60859","2","57200.0021","57200.0021","97","160","17","false","false"
"6","20000","68","61608","2","57919.9995","57919.9995","95","160","11","false","false"
"6","20000","69","62693","2","58960.0005","58960.0005","98","160","14","false","false"
"6","20000","70","63874","2","60080.0032","60080.0032","112","160","28","false","false"
"6","20000","71","64711","2","60880.0024","60880.0024","116","160","31","false","false"
"6","20000","72","65057","2","59780.0002","60880.0024","1629","480","46","true","false"
"6","20000","73","65081","2","61200.002","61200.002","151","160","70","false","false"
"6","20000","74","66136","2","62240.003","62240.003","96","160","9","false","false"
"6","20000","75","67222","2","63280","63280","94","160","10","false","false"
"6","20000","76","68067","2","64020.0017","64020.0017","187","220","20","true","true"
"6","20000","77","69049","2","65040.0005","65040.0005","88","160","4","false","false"
"6","20000","78","70143","2","66080.00140000001","66080.00140000001","97","160","14","false","false"
"6","20000","79","71237","2","67119.9985","67119.9985","109","160","23","false","false"
"6","20000","80","72306","2","68159.9994","68159.9994","94","160","11","false","false"
"6","20000","81","72478","2","68319.999","68319.999","99","160","15","false","false"
"6","20000","82","73013","2","68759.99799999999","68759.99799999999","218","200","53","true","true"
"6","20000","83","73970","2","69760","69760","91","160","8","false","false"
"6","20000","84","75075","2","70800.001","70800.001","113","160","29","false","false"
"6","20000","85","75301","2","70970.003","70970.003","173","230","1","true","true"
"6","20000","86","76336","2","71999.9988","71999.9988","109","160","23","false","false"
"6","20000","87","77553","2","73039.9997","73039.9997","244","240","75","false","false"
"6","20000","88","78494","2","74080.0006","74080.0006","98","160","14","false","false"
"6","20000","89","79590","2","75119.9977","75119.9977","112","160","27","false","false"
"6","20000","90","80185","2","75679.999","75679.999","122","160","42","false","false"
"6","20000","91","80498","2","75729.9983","75729.9983","436","430","20","true","false"
"6","20000","92","80819","2","76250.00046000001","76250.00046000001","173","230","7","true","true"
"6","20000","93","81818","2","77279.9988","77279.9988","89","160","8","false","false"
"6","20000","94","83045","2","78319.9997","78319.9997","216","240","49","false","false"
"6","20000","95","84020","2","79360.0006","79360.0006","107","160","28","false","false"
"6","20000","96","84183","2","79520.0005","79520.0005","104","160","22","false","false"
"6","20000","97","84344","2","79680.0003","79680.0003","98","160","15","false","false"
"6","20000","98","85435","2","80720.001","80720.001","108","160","22","false","false"
"6","20000","99","86020","2","79509.9983","80720.001","2028","720","25","true","false"
"6","20000","100","86023","2","81280.0005","81280.0005","112","160","28","false","false"
"6","20000","101","87110","2","82320.00140000001","82320.00140000001","115","160","31","false","false"
"6","20000","102","88356","2","83360.0023","83360.0023","276","320","30","false","false"
"6","20000","103","88540","2","83640.001","83640.001","215","200","44","true","true"
"6","20000","104","89538","2","84640","84640","126","160","41","false","false"
"6","20000","105","90600","2","85680.001","85680.001","104","160","21","false","false"
"6","20000","106","91689","2","86720.0018","86720.0018","111","160","26","false","false"
"6","20000","107","92615","2","87559.9982","87559.9982","202","200","36","true","true"
"7","20000;40000","1","1148","3","1040","1040","57","80","57","false","false"
"7","20000;40000","2","2256","3","2080","2080","72","80","72","false","false"
"7","20000;40000","3","3361","3","3120","3120","71","80","71","false","false"
"7","20000;40000","4","4445","3","4160","4160","71","80","70","false","false"
"7","20000;40000","5","4864","3","4530","4530","156","110","73","true","true"
"7","20000;40000","6","5961","3","5599.9997","5599.9997","70","80","70","false","false"
"7","20000;40000","7","7043","3","6639.9997","6639.9997","69","80","69","false","false"
"7","20000;40000","8","8125","3","7679.9996","7679.9996","68","80","68","false","false"
"7","20000;40000","9","9226","3","8720","8720","85","160","1","false","false"
"7","20000;40000","10","10130","3","8720","8720","989","960","72","true","false"
"7","20000;40000","11","10301","3","9760","9760","66","80","67","false","false"
"7","20000;40000","12","11394","3","10800","10800","69","80","69","false","false"
"7","20000;40000","13","12673","3","11970","11970","165","190","0","true","true"
"7","20000;40000","14","13768","3","13039.9997","13039.9997","94","160","10","false","false"
"7","20000;40000","15","14828","3","14079.9997","14079.9997","71","80","70","false","false"
"7","20000;40000","16","15250","3","14479.9993","14479.9993","76","80","76","false","false"
"7","20000;40000","17","16345","3","15520.0002","15520.0002","73","80","73","false","false"
"7","20000;40000","18","17415","3","16559.999","16559.999","74","80","74","false","false"
"7","20000;40000","19","17946","3","16249.9997","16559.999","933","640","5","true","false"
"7","20000;40000","20","18172","3","17280.0007","17280.0007","64","80","64","false","false"
"7","20000;40000","21","18432","3","17520.000500000002","17520.000500000002","74","80","74","false","false"
"7","20000;40000","22","19543","3","18559.999499999998","18559.999499999998","101","160","17","false","false"
"7","20000;40000","23","20594","3","19600.0004","19600.0004","71","80","70","false","false"
"7","20000;40000","24","22283","4","20380","20380","159","100","75","true","true"
"7","20000;40000","25","23353","4","21440.0001","21440.0001","61","80","62","false","false"
"7","20000;40000","26","24200","4","22079.9999","22079.9999","242","240","75","false","false"
"7","20000;40000","27","25121","4","23119.9998","23119.9998","82","160","1","false","false"
"7","20000;40000","28","26202","4","24159.9997","24159.9997","80","160","0","false","false"
"7","20000;40000","29","26947","4","24820","24820","161","140","78","true","true"
"7","20000;40000","30","27959","4","25840","25840","86","160","0","false","false"
"7","20000;40000","31","28281","4","26079.999799999998","26079.999799999998","156","160","73","true","true"
"7","20000;40000","32","29276","4","27120","27120","70","80","69","false","false"
"7","20000;40000","33","30424","4","28160","28160","132","160","48","false","false"
"7","20000;40000","34","31314","4","28960","28960","190","240","23","true","true"
"7","20000;40000","35","32290","4","30000","30000","82","80","82","false","false"
"7","20000;40000","36","33379","4","31040","31040","87","160","3","false","false"
"7","20000;40000","37","34469","4","32080","32080","94","160","11","false","false"
"7","20000;40000","38","35553","4","33120","33120","94","160","12","false","false"
"7","20000;40000","39","36501","4","33930.0003","33930.0003","209","230","43","true","false"
"7","20000;40000","40","37455","4","34959.9997","34959.9997","81","80","80","false","false"
"7","20000;40000","41","38551","4","35999.9997","35999.9997","92","160","9","false","false"
"7","20000;40000","42","39644","4","37040.0006","37040.0006","102","160","19","false","false"
"7","20000;40000","43","40725","4","38079.999599999996","38079.999599999996","100","160","17","false","false"
"7","20000;40000","44","41649","4","37700.0005","38079.999599999996","1445","1040","23","true","false"
"7","20000;40000","45","41668","4","38959.9983","38959.9983","126","160","42","false","false"
"7","20000;40000","46","44434","5","40760","40760","142","120","59","true","true"
"7","20000;40000","47","45445","5","41760","41760","71","80","71","false","false"
"7","20000;40000","48","46543","5","42800","42800","87","160","1","false","false"
"7","20000;40000","49","47617","5","43840","43840","75","80","75","false","false"
"7","20000;40000","50","48724","5","44880","44880","84","160","0","false","false"
"7","20000;40000","51","49387","5","45520","45520","79","80","79","false","false"
"7","20000;40000","52","49592","5","45670","45670","189","170","20","true","true"
"7","20000;40000","53","50660","5","46719.9997","46719.9997","84","160","1","false","false"
"7","20000;40000","54","51676","5","47679.9998","47679.9998","100","160","17","false","false"
"7","20000;40000","55","52754","5","48720.0002","48720.0002","95","160","12","false","false"
"7","20000;40000","56","53825","5","49760","49760","86","160","0","false","false"
"7","20000;40000","57","54168","5","50080","50080","92","160","12","false","false"
"7","20000;40000","58","54824","5","50010","50080","832","800","0","true","false"
"7","20000;40000","59","55174","5","51039.9997","51039.9997","99","160","17","false","false"
"7","20000;40000","60","55404","5","51209.9998","51209.9998","162","150","78","true","true"
"7","20000;40000","61","56441","5","52239.9997","52239.9997","100","160","15","false","false"
"7","20000;40000","62","57524","5","53279.9997","53279.9997","82","80","83","false","false"
"7","20000;40000","63","58621","5","54319.9997","54319.9997","96","160","13","false","false"
"7","20000;40000","64","59742","5","55359.999599999996","55359.999599999996","114","160","29","false","false"
"7","20000;40000","65","60694","5","56180.0003","56180.0003","179","220","1","true","false"
"7","20000;40000","66","61687","5","57200.0005","57200.0005","78","80","78","false","false"
"7","20000;40000","67","62518","5","57919.999800000005","57919.999800000005","152","160","72","false","false"
"7","20000;40000","68","63549","5","58959.9988","58959.9988","106","160","23","false","false"
"7","20000;40000","69","64710","5","60079.999599999996","60079.999599999996","100","160","17","false","false"
"7","20000;40000","70","65547","5","60879.998999999996","60879.998999999996","104","160","21","false","false"
"7","20000;40000","71","65885","5","59950.0005","60879.998999999996","1442","480","27","true","false"
"7","20000;40000","72","65902","5","61200","61200","125","160","44","false","false"
"7","20000;40000","73","66954","5","62239.998999999996","62239.998999999996","94","160","10","false","false"
"7","20000;40000","74","68050","5","63280","63280","91","160","7","false","false"
"7","20000;40000","75","68904","5","64019.9997","64019.9997","194","220","31","true","true"
"7","20000;40000","76","69885","5","65040.0005","65040.0005","80","160","0","false","false"
"7","20000;40000","77","70973","5","66079.9995","66079.9995","80","80","80","false","false"
"7","20000;40000","78","72087","5","67120.0004","67120.0004","111","160","27","false","false"
"7","20000;40000","79","73167","5","68159.9994","68159.9994","108","160","25","false","false"
"7","20000;40000","80","73820","5","68760","68760","177","200","10","true","true"
"7","20000;40000","81","74816","5","69760","69760","84","80","85","false","false"
"7","20000;40000","82","75921","5","70799.999","70799.999","95","160","11","false","false"
"7","20000;40000","83","76176","5","70969.999","70969.999","183","230","16","true","true"
"7","20000;40000","84","77176","5","72000.0007","72000.0007","102","160","16","false","false"
"7","20000;40000","85","78251","5","73040.0016","73040.0016","91","160","7","false","false"
"7","20000;40000","86","79360","5","74080.0025","74080.0025","100","160","17","false","false"
"7","20000;40000","87","80463","5","75119.99960000001","75119.99960000001","120","160","37","false","false"
"7","20000;40000","88","81051","5","75680.001","75680.001","127","160","41","false","false"
"7","20000;40000","89","81370","5","75730","75730","446","430","26","true","false"
"7","20000;40000","90","81676","5","76250.00046000001","76250.00046000001","165","150","81","true","true"
"7","20000;40000","91","82952","5","77279.9988","77279.9988","344","400","9","false","false"
"7","20000;40000","92","83775","5","78319.9997","78319.9997","82","160","0","false","false"
"7","20000;40000","93","84937","5","79360.0006","79360.0006","160","160","77","false","false"
"7","20000;40000","94","85063","5","79520.0005","79520.0005","111","160","18","false","false"
"7","20000;40000","95","85226","5","79680.0003","79680.0003","100","160","16","false","false"
"7","20000;40000","96","86312","5","80720.001","80720.001","102","160","19","false","false"
"7","20000;40000","97","86922","5","79509.9983","80720.001","2062","720","46","true","false"
"7","20000;40000","98","86938","5","81280.0005","81280.0005","145","160","62","false","false"
"7","20000;40000","99","87989","5","82320.00140000001","82320.00140000001","111","160","25","false","false"
"7","20000;40000","100","89066","5","83360.0023","83360.0023","106","160","24","false","false"
"7","20000;40000","101","89383","5","83640.001","83640.001","173","200","6","true","true"
"7","20000;40000","102","90371","5","84640","84640","78","80","77","false","false"
"7","20000;40000","103","91569","5","85680.001","85680.001","190","240","25","false","false"
"7","20000;40000","104","92552","5","86720.0018","86720.0018","76","80","75","false","false"
"7","20000;40000","105","93503","5","87560.00200000001","87560.00200000001","177","200","11","true","true"
